"Year","Month","Day","Secchi.Depth.m","s.Secchi.Depth.m","People","Notes.Secchi","Source.Secchi","Date","yDay","Source.Color","Secchi.Season","Secchi.Granular.Season"
1919,5,8,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-05-08,128,"plum2","pre-clearwater","pre-clearwater"
1919,5,23,3,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-05-23,143,"plum2","clearwater","clearwater #1"
1919,5,27,4.2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-05-27,147,"plum2","clearwater","clearwater #1"
1919,6,5,4,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-06-05,156,"plum2","clearwater","clearwater #1"
1919,6,13,4.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-06-13,164,"plum2","clearwater","clearwater #1"
1919,6,24,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-06-24,175,"plum2","clearwater","clearwater #2"
1919,7,2,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-07-02,183,"plum2","clearwater","clearwater #2"
1919,7,12,2.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-07-12,193,"plum2","post-clearwater","post-clearwater"
1919,7,18,2.3,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-07-18,199,"plum2","post-clearwater","post-clearwater"
1919,8,1,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1919-08-01,213,"plum2","post-clearwater","post-clearwater"
1920,4,1,1.6,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-04-01,92,"plum2","pre-clearwater","pre-clearwater"
1920,5,18,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-05-18,139,"plum2","pre-clearwater","pre-clearwater"
1920,5,24,1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-05-24,145,"plum2","pre-clearwater","pre-clearwater"
1920,6,5,5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-06-05,157,"plum2","clearwater","clearwater #1"
1920,6,10,3.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-06-10,162,"plum2","clearwater","clearwater #1"
1920,6,18,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-06-18,170,"plum2","post-clearwater","post-clearwater"
1920,7,1,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-07-01,183,"plum2","post-clearwater","post-clearwater"
1920,7,20,2,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-07-20,202,"plum2","post-clearwater","post-clearwater"
1920,7,26,2.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-07-26,208,"plum2","post-clearwater","post-clearwater"
1920,7,30,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-07-30,212,"plum2","post-clearwater","post-clearwater"
1920,8,11,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-08-11,224,"plum2","post-clearwater","post-clearwater"
1920,8,16,2,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-08-16,229,"plum2","post-clearwater","post-clearwater"
1920,8,27,3.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-08-27,240,"plum2","post-clearwater","post-clearwater"
1920,9,4,2.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-09-04,248,"plum2","post-clearwater","post-clearwater"
1920,9,17,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-09-17,261,"plum2","post-clearwater","post-clearwater"
1920,9,25,2.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-09-25,269,"plum2","post-clearwater","post-clearwater"
1920,10,1,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-10-01,275,"plum2","post-clearwater","post-clearwater"
1920,10,7,2.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-10-07,281,"plum2","post-clearwater","post-clearwater"
1920,10,15,2.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-10-15,289,"plum2","post-clearwater","post-clearwater"
1920,10,22,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-10-22,296,"plum2","post-clearwater","post-clearwater"
1920,10,30,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-10-30,304,"plum2","post-clearwater","post-clearwater"
1920,11,3,3.3,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-11-03,308,"plum2","post-clearwater","post-clearwater"
1920,12,1,4,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-12-01,336,"plum2","post-clearwater","post-clearwater"
1920,12,9,4.8,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-12-09,344,"plum2","post-clearwater","post-clearwater"
1920,12,16,3.8,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1920-12-16,351,"plum2","post-clearwater","post-clearwater"
1921,2,2,4.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-02-02,33,"plum2",NA,NA
1921,2,12,4.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-02-12,43,"plum2",NA,NA
1921,3,14,3,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-03-14,73,"plum2",NA,NA
1921,4,11,2.9,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-04-11,101,"plum2",NA,NA
1921,4,18,2.1,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-04-18,108,"plum2",NA,NA
1921,4,23,2,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-04-23,113,"plum2",NA,NA
1921,5,4,2,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-05-04,124,"plum2",NA,NA
1921,5,17,2.1,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-05-17,137,"plum2",NA,NA
1921,8,3,3.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-08-03,215,"plum2",NA,NA
1921,8,12,4,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-08-12,224,"plum2",NA,NA
1921,8,31,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-08-31,243,"plum2",NA,NA
1921,9,10,3.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-09-10,253,"plum2",NA,NA
1921,9,26,2.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-09-26,269,"plum2",NA,NA
1921,9,28,2.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-09-28,271,"plum2",NA,NA
1921,10,8,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-10-08,281,"plum2",NA,NA
1921,10,17,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-10-17,290,"plum2",NA,NA
1921,10,27,2.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-10-27,300,"plum2",NA,NA
1921,11,7,2.8,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-11-07,311,"plum2",NA,NA
1921,11,12,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-11-12,316,"plum2",NA,NA
1921,11,25,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-11-25,329,"plum2",NA,NA
1921,11,30,4.1,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-11-30,334,"plum2",NA,NA
1921,12,7,3.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-12-07,341,"plum2",NA,NA
1921,12,15,3.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1921-12-15,349,"plum2",NA,NA
1922,5,27,4,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-05-27,147,"plum2",NA,NA
1922,6,3,2.6,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-06-03,154,"plum2",NA,NA
1922,6,12,0.6,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-06-12,163,"plum2",NA,NA
1922,6,19,1.9,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-06-19,170,"plum2",NA,NA
1922,6,27,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-06-27,178,"plum2",NA,NA
1922,7,3,2.2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-07-03,184,"plum2",NA,NA
1922,7,22,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-07-22,203,"plum2",NA,NA
1922,7,31,2.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-07-31,212,"plum2",NA,NA
1922,8,4,2.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-08-04,216,"plum2",NA,NA
1922,9,1,2.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-09-01,244,"plum2",NA,NA
1922,9,15,3.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-09-15,258,"plum2",NA,NA
1922,9,20,3.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-09-20,263,"plum2",NA,NA
1922,9,26,3.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-09-26,269,"plum2",NA,NA
1922,9,27,3.2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-09-27,270,"plum2",NA,NA
1922,10,5,3.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-10-05,278,"plum2",NA,NA
1922,10,6,3.2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-10-06,279,"plum2",NA,NA
1922,10,12,2.6,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-10-12,285,"plum2",NA,NA
1922,10,18,2.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-10-18,291,"plum2",NA,NA
1922,10,24,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-10-24,297,"plum2",NA,NA
1922,10,31,3.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-10-31,304,"plum2",NA,NA
1922,11,9,2.6,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-11-09,313,"plum2",NA,NA
1922,12,20,4.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1922-12-20,354,"plum2",NA,NA
1923,1,6,4.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-01-06,6,"plum2","pre-clearwater","pre-clearwater"
1923,2,1,5.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-02-01,32,"plum2","pre-clearwater","pre-clearwater"
1923,2,28,5.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-02-28,59,"plum2","pre-clearwater","pre-clearwater"
1923,3,21,0.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-03-21,80,"plum2","pre-clearwater","pre-clearwater"
1923,3,28,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-03-28,87,"plum2","pre-clearwater","pre-clearwater"
1923,4,4,2.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-04-04,94,"plum2","pre-clearwater","pre-clearwater"
1923,4,4,1.3,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-04-04,94,"plum2","pre-clearwater","pre-clearwater"
1923,4,21,1.5,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-04-21,111,"plum2","pre-clearwater","pre-clearwater"
1923,4,25,1.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-04-25,115,"plum2","pre-clearwater","pre-clearwater"
1923,5,2,1.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-05-02,122,"plum2","pre-clearwater","pre-clearwater"
1923,5,10,1.7,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-05-10,130,"plum2","pre-clearwater","pre-clearwater"
1923,5,18,2.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-05-18,138,"plum2","clearwater","clearwater #1"
1923,5,28,2.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-05-28,148,"plum2","clearwater","clearwater #1"
1923,6,6,3.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-06-06,157,"plum2","clearwater","clearwater #1"
1923,6,8,3.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-06-08,159,"plum2","clearwater","clearwater #1"
1923,6,11,2.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-06-11,162,"plum2","clearwater","clearwater #1"
1923,6,15,3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-06-15,166,"plum2","clearwater","clearwater #1"
1923,7,2,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-07-02,183,"plum2","post-clearwater","post-clearwater"
1923,7,9,1.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-07-09,190,"plum2","post-clearwater","post-clearwater"
1923,9,3,3.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-09-03,246,"plum2","post-clearwater","post-clearwater"
1923,9,5,3.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-09-05,248,"plum2","post-clearwater","post-clearwater"
1923,9,15,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-09-15,258,"plum2","post-clearwater","post-clearwater"
1923,9,21,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-09-21,264,"plum2","post-clearwater","post-clearwater"
1923,10,1,3.6,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-10-01,274,"plum2","post-clearwater","post-clearwater"
1923,10,8,3.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-10-08,281,"plum2","post-clearwater","post-clearwater"
1923,10,20,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-10-20,293,"plum2","post-clearwater","post-clearwater"
1923,11,1,2.5,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-11-01,305,"plum2","post-clearwater","post-clearwater"
1923,11,2,2.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-11-02,306,"plum2","post-clearwater","post-clearwater"
1923,11,9,2.5,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-11-09,313,"plum2","post-clearwater","post-clearwater"
1923,11,17,3.2,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-11-17,321,"plum2","post-clearwater","post-clearwater"
1923,11,24,3.1,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-11-24,328,"plum2","post-clearwater","post-clearwater"
1923,11,28,3.3,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-11-28,332,"plum2","post-clearwater","post-clearwater"
1923,12,1,3.1,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-12-01,335,"plum2","post-clearwater","post-clearwater"
1923,12,8,3,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-12-08,342,"plum2","post-clearwater","post-clearwater"
1923,12,15,3,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-12-15,349,"plum2","post-clearwater","post-clearwater"
1923,12,22,3.5,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1923-12-22,356,"plum2","post-clearwater","post-clearwater"
1924,2,13,3.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-02-13,44,"plum2","pre-clearwater","pre-clearwater"
1924,2,26,2.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-02-26,57,"plum2","pre-clearwater","pre-clearwater"
1924,3,3,5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-03-03,63,"plum2","pre-clearwater","pre-clearwater"
1924,3,17,2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-03-17,77,"plum2","pre-clearwater","pre-clearwater"
1924,3,31,2.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-03-31,91,"plum2","pre-clearwater","pre-clearwater"
1924,4,7,1.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-04-07,98,"plum2","pre-clearwater","pre-clearwater"
1924,4,23,2.2,NA,"E.A. Birge C. Juday and Associates","1","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-04-23,114,"plum2","pre-clearwater","pre-clearwater"
1924,5,8,2.1,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-05-08,129,"plum2","pre-clearwater","pre-clearwater"
1924,5,26,2.2,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-05-26,147,"plum2","pre-clearwater","pre-clearwater"
1924,5,31,2.6,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-05-31,152,"plum2","pre-clearwater","pre-clearwater"
1924,6,12,3.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-06-12,164,"plum2","clearwater","clearwater #1"
1924,6,14,3,NA,"E.A. Birge C. Juday and Associates",NA,"NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-06-14,166,"plum2","clearwater","clearwater #1"
1924,6,21,3.3,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-06-21,173,"plum2","clearwater","clearwater #1"
1924,6,25,3.5,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-06-25,177,"plum2","clearwater","clearwater #1"
1924,7,10,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-07-10,192,"plum2","post-clearwater","post-clearwater"
1924,7,16,1.8,NA,"E.A. Birge C. Juday and Associates","2","NTL-LTER: 1897-2007 compiled data, dt2 in EDI package ID knb-lter-ntl.335.1",1924-07-16,198,"plum2","post-clearwater","post-clearwater"
